fid,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,TXT_OBS_02,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"8468","192190450588000015","192","190","4505","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","125",RUA CRISTOVAO BENITEZ,"98","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8469","192190450588000018","192","190","4505","00","0018",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","179","128",RUA CRISTOVAO BENITEZ,"101","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8470","192190450588000017","192","190","4505","00","0017",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","128",RUA CRISTOVAO BENITEZ,"100","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8471","192190450588000020","192","190","4505","00","0020",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","208","130",RUA CRISTOVAO BENITEZ,"103","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8472","192190450588000019","192","190","4505","00","0019",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","205","128",RUA CRISTOVAO BENITEZ,"102","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8473","192190450588000030","192","190","4505","00","0030",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","125",RUA CRISTOVAO BENITEZ,"113","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8474","192190450588000029","192","190","4505","00","0029",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","101","126",RUA CRISTOVAO BENITEZ,"112","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8475","192190450588000032","192","190","4505","00","0032",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","157","196",RUA CRISTOVAO BENITEZ,"115","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8476","192190450588000031","192","190","4505","00","0031",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","154","128",RUA CRISTOVAO BENITEZ,"273","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8477","192190450588000033","192","190","4505","00","0033",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","216","540",RUA CRISTOVAO BENITEZ,"116","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8478","192190450588000006","192","190","4505","00","0006",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","125",RUA CRISTOVAO BENITEZ,"89","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8479","192190450588000005","192","190","4505","00","0005",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","126",RUA CRISTOVAO BENITEZ,"88","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8480","192190450588000008","192","190","4505","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","101","126",RUA CRISTOVAO BENITEZ,"91","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8481","192190450588000007","192","190","4505","00","0007",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","125",RUA CRISTOVAO BENITEZ,"90","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8482","192190450588000010","192","190","4505","00","0010",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","127",RUA CRISTOVAO BENITEZ,"93","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8483","192190450588000009","192","190","4505","00","0009",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","197","123",RUA CRISTOVAO BENITEZ,"92","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8484","192190450588000012","192","190","4505","00","0012",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","305","127",RUA CRISTOVAO BENITEZ,"95","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8485","192190450588000011","192","190","4505","00","0011",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","99","124",RUA CRISTOVAO BENITEZ,"94","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8486","192190450588000002","192","190","4505","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","63","125",RUA CRISTOVAO BENITEZ,"85","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8487","192190450588000001","192","190","4505","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","229","143",RUA CRISTOVAO BENITEZ,"84","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8488","192190450588000004","192","190","4505","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","126",RUA CRISTOVAO BENITEZ,"87","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8489","192190450588000003","192","190","4505","00","0003",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","205","128",RUA CRISTOVAO BENITEZ,"86","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8490","192193450588000005","192","193","4505","00","0005",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","123",RUA CRISTOVAO BENITEZ,"34","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8491","192193450588000004","192","193","4505","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","101","126",RUA CRISTOVAO BENITEZ,"33","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8492","192194450588000001","192","194","4505","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","71","178",RUA CRISTOVAO BENITEZ,"1","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8493","192193450588000006","192","193","4505","00","0006",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","293","183",RUA CRISTOVAO BENITEZ,"35","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8494","192194450588000003","192","194","4505","00","0003",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","205","128",RUA CRISTOVAO BENITEZ,"3","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8495","192194450588000002","192","194","4505","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","198","124",RUA CRISTOVAO BENITEZ,"2","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8496","192194450588000005","192","194","4505","00","0005",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","126","126",RUA CRISTOVAO BENITEZ,"5","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8497","192194450588000004","192","194","4505","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","194","121",RUA CRISTOVAO BENITEZ,"4","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8498","192193450588000001","192","193","4505","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","280","175",RUA CRISTOVAO BENITEZ,"30","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8499","192193450588000003","192","193","4505","00","0003",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","203","127",RUA CRISTOVAO BENITEZ,"32","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8500","192193450588000002","192","193","4505","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","127",RUA CRISTOVAO BENITEZ,"31","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8501","192194450588000015","192","194","4505","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","203","127",RUA CRISTOVAO BENITEZ,"15","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8502","192194450588000014","192","194","4505","00","0014",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","126",RUA CRISTOVAO BENITEZ,"14","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8503","192194450588000017","192","194","4505","00","0017",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","208","130",RUA CRISTOVAO BENITEZ,"17","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8504","192194450588000016","192","194","4505","00","0016",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","203","127",RUA CRISTOVAO BENITEZ,"16","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8505","192194450588000019","192","194","4505","00","0019",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","205","128",RUA CRISTOVAO BENITEZ,"19","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8506","192194450588000018","192","194","4505","00","0018",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","192","120",RUA CRISTOVAO BENITEZ,"18","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8507","192194450588000021","192","194","4505","00","0021",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","123",RUA CRISTOVAO BENITEZ,"21","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8508","192194450588000020","192","194","4505","00","0020",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","198","124",RUA CRISTOVAO BENITEZ,"20","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8509","192194450588000007","192","194","4505","00","0007",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","126",RUA CRISTOVAO BENITEZ,"7","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8510","192194450588000006","192","194","4505","00","0006",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","125",RUA CRISTOVAO BENITEZ,"6","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8511","192194450588000009","192","194","4505","00","0009",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","125",RUA CRISTOVAO BENITEZ,"9","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8512","192194450588000008","192","194","4505","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","101","126",RUA CRISTOVAO BENITEZ,"8","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8513","192194450588000011","192","194","4505","00","0011",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","125",RUA CRISTOVAO BENITEZ,"11","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8514","192194450588000010","192","194","4505","00","0010",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","63","126",RUA CRISTOVAO BENITEZ,"10","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8515","192194450588000013","192","194","4505","00","0013",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","122",RUA CRISTOVAO BENITEZ,"13","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8516","192194450588000012","192","194","4505","00","0012",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","198","124",RUA CRISTOVAO BENITEZ,"12","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8517","192191450588000021","192","191","4505","00","0021",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","108","135",RUA CRISTOVAO BENITEZ,"77","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8518","192191450588000020","192","191","4505","00","0020",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","203","127",RUA CRISTOVAO BENITEZ,"76","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8519","192191450588000023","192","191","4505","00","0023",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","300","125",RUA CRISTOVAO BENITEZ,"79","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8520","192191450588000022","192","191","4505","00","0022",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","125",RUA CRISTOVAO BENITEZ,"78","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8521","192191450588000025","192","191","4505","00","0025",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","99","124",RUA CRISTOVAO BENITEZ,"81","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8522","192191450588000024","192","191","4505","00","0024",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","123",RUA CRISTOVAO BENITEZ,"80","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8523","192191450588000027","192","191","4505","00","0027",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","221","138",RUA CRISTOVAO BENITEZ,"83","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8524","192191450588000026","192","191","4505","00","0026",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","99","124",RUA CRISTOVAO BENITEZ,"82","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"8525","192191450588000015","192","191","4505","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","205","128",RUA CRISTOVAO BENITEZ,"71","0","0","0",,U,,,LOTE NOVO SEM FILIACAO.,,SAO PAULO,SAO PAULO,,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
